IDATid,Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID,SNPid,SAMPLE_ID,INVENTORY_SAMPLE_NAME,SampleType,Plate,GreenIDAT,RedIDAT
6317404081_R02C01,Unk576,6317404081,R02C01,_ega-box-147_6317404081_R02C01,WG0118064.DNAC09,636381,WM-266-4,CellLine,WG0118064,6317404081_R02C01_Grn.idat,6317404081_R02C01_Red.idat
6317404081_R03C01,Unk577,6317404081,R03C01,_ega-box-147_6317404081_R03C01,WG0118064.DNAB09,636380,WM-115,CellLine,WG0118064,6317404081_R03C01_Grn.idat,6317404081_R03C01_Red.idat
6317404081_R04C01,Unk578,6317404081,R04C01,_ega-box-147_6317404081_R04C01,WG0118064.DNAD09,636382,KATO-III,CellLine,WG0118064,6317404081_R04C01_Grn.idat,6317404081_R04C01_Red.idat
6317404084_R01C01,Unk579,6317404084,R01C01,_ega-box-147_6317404084_R01C01,WG0118064.DNAA08,636371,SCLC-22H,CellLine,WG0118064,6317404084_R01C01_Grn.idat,6317404084_R01C01_Red.idat
6317404084_R02C01,Unk580,6317404084,R02C01,_ega-box-147_6317404084_R02C01,WG0118064.DNAC08,636373,COV413B,CellLine,WG0118064,6317404084_R02C01_Grn.idat,6317404084_R02C01_Red.idat
6317404084_R03C01,Unk581,6317404084,R03C01,_ega-box-147_6317404084_R03C01,WG0118064.DNAB08,636372,COV318,CellLine,WG0118064,6317404084_R03C01_Grn.idat,6317404084_R03C01_Red.idat
6317404084_R04C01,Unk582,6317404084,R04C01,_ega-box-147_6317404084_R04C01,WG0118064.DNAD08,636374,COV434,CellLine,WG0118064,6317404084_R04C01_Grn.idat,6317404084_R04C01_Red.idat
6317404086_R02C01,Unk583,6317404086,R02C01,_ega-box-147_6317404086_R02C01,WG0118060.DNAG10,636422,NCI-H1648,CellLine,WG0118060,6317404086_R02C01_Grn.idat,6317404086_R02C01_Red.idat
6317404091_R02C01,Unk584,6317404091,r02c01,_ega-box-147_6317404091_r02c01,WG0118061.DNAC01,636223,KMS-27,CellLine,WG0118061,6317404091_r02c01_grn.idat,6317404091_r02c01_red.idat
6317404091_R03C01,Unk585,6317404091,r03c01,_ega-box-147_6317404091_r03c01,WG0118061.DNAB01,636222,KARPAS-620,CellLine,WG0118061,6317404091_r03c01_grn.idat,6317404091_r03c01_red.idat
6317404091_R04C01,Unk586,6317404091,r04c01,_ega-box-147_6317404091_r04c01,WG0118061.DNAD01,636224,MOLP-2,CellLine,WG0118061,6317404091_r04c01_grn.idat,6317404091_r04c01_red.idat
6317404092_R01C01,Unk587,6317404092,R01C01,_ega-box-147_6317404092_R01C01,WG0118064.DNAE02,636327,C2BBe1,CellLine,WG0118064,6317404092_R01C01_Grn.idat,6317404092_R01C01_Red.idat
6317404092_R02C01,Unk588,6317404092,R02C01,_ega-box-147_6317404092_R02C01,WG0118064.DNAG02,636329,COLO 205 (IVCC),CellLine,WG0118064,6317404092_R02C01_Grn.idat,6317404092_R02C01_Red.idat
6317404093_R01C01,Unk589,6317404093,R01C01,_ega-box-147_6317404093_R01C01,WG0118064.DNAE03,636335,HT55 (IVCC),CellLine,WG0118064,6317404093_R01C01_Grn.idat,6317404093_R01C01_Red.idat
6317404093_R02C01,Unk590,6317404093,R02C01,_ega-box-147_6317404093_R02C01,WG0118064.DNAG03,636337,OUMS-23,CellLine,WG0118064,6317404093_R02C01_Grn.idat,6317404093_R02C01_Red.idat
6317404093_R03C01,Unk591,6317404093,R03C01,_ega-box-147_6317404093_R03C01,WG0118064.DNAF03,636336,LS 180,CellLine,WG0118064,6317404093_R03C01_Grn.idat,6317404093_R03C01_Red.idat
6317404093_R04C01,Unk592,6317404093,R04C01,_ega-box-147_6317404093_R04C01,WG0118064.DNAH03,636338,RKO-E6,CellLine,WG0118064,6317404093_R04C01_Grn.idat,6317404093_R04C01_Red.idat
6317404094_R04C01,Unk593,6317404094,R04C01,_ega-box-147_6317404094_R04C01,WG0118064.DNAD01,636318,105KC,CellLine,WG0118064,6317404094_R04C01_Grn.idat,6317404094_R04C01_Red.idat
6317404096_R02C01,Unk594,6317404096,R02C01,_ega-box-147_6317404096_R02C01,WG0118064.DNAG07,636369,NCI-H889,CellLine,WG0118064,6317404096_R02C01_Grn.idat,6317404096_R02C01_Red.idat
6317404096_R03C01,Unk595,6317404096,R03C01,_ega-box-147_6317404096_R03C01,WG0118064.DNAF07,636368,NCI-H446,CellLine,WG0118064,6317404096_R03C01_Grn.idat,6317404096_R03C01_Red.idat
6317404096_R04C01,Unk596,6317404096,R04C01,_ega-box-147_6317404096_R04C01,WG0118064.DNAH07,636370,SCLC-21H,CellLine,WG0118064,6317404096_R04C01_Grn.idat,6317404096_R04C01_Red.idat
6317404100_R01C01,Unk597,6317404100,r01c01,_ega-box-147_6317404100_r01c01,WG0118061.DNAA04,636245,MDA-MB-175-VII,CellLine,WG0118061,6317404100_r01c01_grn.idat,6317404100_r01c01_red.idat
6317404100_R02C01,Unk598,6317404100,r02c01,_ega-box-147_6317404100_r02c01,WG0118061.DNAC04,636247,MDA-MB-468 (IVCC),CellLine,WG0118061,6317404100_r02c01_grn.idat,6317404100_r02c01_red.idat
6317404100_R03C01,Unk599,6317404100,r03c01,_ega-box-147_6317404100_r03c01,WG0118061.DNAB04,636246,MDA-MB-361,CellLine,WG0118061,6317404100_r03c01_grn.idat,6317404100_r03c01_red.idat
6317404100_R04C01,Unk600,6317404100,r04c01,_ega-box-147_6317404100_r04c01,WG0118061.DNAD04,636248,MX-1,CellLine,WG0118061,6317404100_r04c01_grn.idat,6317404100_r04c01_red.idat
6317404101_R01C01,Unk601,6317404101,R01C01,_ega-box-147_6317404101_R01C01,WG0118060.DNAA03,637122,COR-L47,CellLine,WG0118060,6317404101_R01C01_Grn.idat,6317404101_R01C01_Red.idat
6317404101_R02C01,Unk602,6317404101,R02C01,_ega-box-147_6317404101_R02C01,WG0118060.DNAC03,637124,CPC-N,CellLine,WG0118060,6317404101_R02C01_Grn.idat,6317404101_R02C01_Red.idat
6317404101_R03C01,Unk603,6317404101,R03C01,_ega-box-147_6317404101_R03C01,WG0118060.DNAB03,637123,COR-L88,CellLine,WG0118060,6317404101_R03C01_Grn.idat,6317404101_R03C01_Red.idat
6317404101_R04C01,Unk604,6317404101,R04C01,_ega-box-147_6317404101_R04C01,WG0118060.DNAD03,637125,HCC2302,CellLine,WG0118060,6317404101_R04C01_Grn.idat,6317404101_R04C01_Red.idat
6317404102_R01C01,Unk605,6317404102,R01C01,_ega-box-147_6317404102_R01C01,WG0118064.DNAA07,636363,LCLC-103H,CellLine,WG0118064,6317404102_R01C01_Grn.idat,6317404102_R01C01_Red.idat
6317404102_R02C01,Unk606,6317404102,R02C01,_ega-box-147_6317404102_R02C01,WG0118064.DNAC07,636365,NCI-H146,CellLine,WG0118064,6317404102_R02C01_Grn.idat,6317404102_R02C01_Red.idat
6317404102_R03C01,Unk607,6317404102,R03C01,_ega-box-147_6317404102_R03C01,WG0118064.DNAB07,636364,LXF-289,CellLine,WG0118064,6317404102_R03C01_Grn.idat,6317404102_R03C01_Red.idat
6317404102_R04C01,Unk608,6317404102,R04C01,_ega-box-147_6317404102_R04C01,WG0118064.DNAD07,636366,NCI-H1581,CellLine,WG0118064,6317404102_R04C01_Grn.idat,6317404102_R04C01_Red.idat
6776934003_R01C01,Unk609,6776934003,r01c01,_ega-box-147_6776934003_r01c01,WG0118066.DNAE07,635718,SW1573,CellLine,WG0118066,6776934003_r01c01_grn.idat,6776934003_r01c01_red.idat
6776934007_R01C01,Unk610,6776934007,r01c01,_ega-box-147_6776934007_r01c01,WG0118066.DNAA07,635713,NCI-H441,CellLine,WG0118066,6776934007_r01c01_grn.idat,6776934007_r01c01_red.idat
6776934007_R02C01,Unk611,6776934007,r02c01,_ega-box-147_6776934007_r02c01,WG0118066.DNAC07,635715,NCI-H520,CellLine,WG0118066,6776934007_r02c01_grn.idat,6776934007_r02c01_red.idat
6776934007_R03C01,Unk612,6776934007,r03c01,_ega-box-147_6776934007_r03c01,WG0118066.DNAB07,635714,NCI-H460,CellLine,WG0118066,6776934007_r03c01_grn.idat,6776934007_r03c01_red.idat
6776934009_R02C01,Unk613,6776934009,r02c01,_ega-box-147_6776934009_r02c01,WG0118066.DNAG08,635665,HCC2688 (UTSW),CellLine,WG0118066,6776934009_r02c01_grn.idat,6776934009_r02c01_red.idat
7500673001_R01C01,Unk614,7500673001,r01c01,_ega-box-147_7500673001_r01c01,WG0118065.DNAE09,639674,JL-1,CellLine,WG0118065,7500673001_r01c01_grn.idat,7500673001_r01c01_red.idat
7500673001_R02C01,Unk615,7500673001,r02c01,_ega-box-147_7500673001_r02c01,WG0118065.DNAG09,639676,Kasumi-1,CellLine,WG0118065,7500673001_r02c01_grn.idat,7500673001_r02c01_red.idat
7500673001_R03C01,Unk616,7500673001,r03c01,_ega-box-147_7500673001_r03c01,WG0118065.DNAF09,639675,Hs 38.T,CellLine,WG0118065,7500673001_r03c01_grn.idat,7500673001_r03c01_red.idat
7500673001_R04C01,Unk617,7500673001,r04c01,_ega-box-147_7500673001_r04c01,WG0118065.DNAH09,639677,HL-60,CellLine,WG0118065,7500673001_r04c01_grn.idat,7500673001_r04c01_red.idat
7500673002_R02C01,Unk618,7500673002,r02c01,_ega-box-147_7500673002_r02c01,WG0118065.DNAG01,639620,NCI-H1882,CellLine,WG0118065,7500673002_r02c01_grn.idat,7500673002_r02c01_red.idat
7659844056_R01C01,Unk619,7659844056,r01c01,_ega-box-147_7659844056_r01c01,WG0118065.DNAD08,639666,CW-2,CellLine,WG0118065,7659844056_r01c01_grn.idat,7659844056_r01c01_red.idat
7659844056_R02C01,Unk620,7659844056,r02c01,_ega-box-147_7659844056_r02c01,WG0118065.DNAF08,639668,OVMANA,CellLine,WG0118065,7659844056_r02c01_grn.idat,7659844056_r02c01_red.idat
7659844056_R03C01,Unk621,7659844056,r03c01,_ega-box-147_7659844056_r03c01,WG0118065.DNAE08,639667,OVKATE,CellLine,WG0118065,7659844056_r03c01_grn.idat,7659844056_r03c01_red.idat
7659844056_R04C01,Unk622,7659844056,r04c01,_ega-box-147_7659844056_r04c01,WG0118065.DNAG08,639669,A-498,CellLine,WG0118065,7659844056_r04c01_grn.idat,7659844056_r04c01_red.idat
7797008009_R01C01,Unk623,7797008009,R01C01,_ega-box-147_7797008009_R01C01,WG0226814.DNAA02,2470309,NCI-H2081,CellLine,WG0226814,7797008009_R01C01_Grn.idat,7797008009_R01C01_Red.idat
7802903007_R01C01,Unk624,7802903007,r01c01,_ega-box-147_7802903007_r01c01,WG0118065.DNAH04,639642,KYSE-180,CellLine,WG0118065,7802903007_r01c01_grn.idat,7802903007_r01c01_red.idat
7802903007_R02C01,Unk625,7802903007,r02c01,_ega-box-147_7802903007_r02c01,WG0118065.DNAC05,639644,NCI-H2198,CellLine,WG0118065,7802903007_r02c01_grn.idat,7802903007_r02c01_red.idat
7802903007_R03C01,Unk626,7802903007,r03c01,_ega-box-147_7802903007_r03c01,WG0118065.DNAB05,639643,RCM-1,CellLine,WG0118065,7802903007_r03c01_grn.idat,7802903007_r03c01_red.idat
7802903007_R04C01,Unk627,7802903007,r04c01,_ega-box-147_7802903007_r04c01,WG0118065.DNAD05,639645,RMG-I,CellLine,WG0118065,7802903007_r04c01_grn.idat,7802903007_r04c01_red.idat
7802903008_R02C01,Unk628,7802903008,r02c01,_ega-box-147_7802903008_r02c01,WG0118065.DNAD06,639652,KYSE-140,CellLine,WG0118065,7802903008_r02c01_grn.idat,7802903008_r02c01_red.idat
7802903008_R03C01,Unk629,7802903008,r03c01,_ega-box-147_7802903008_r03c01,WG0118065.DNAC06,639651,KYSE-450,CellLine,WG0118065,7802903008_r03c01_grn.idat,7802903008_r03c01_red.idat
7802903008_R04C01,Unk630,7802903008,r04c01,_ega-box-147_7802903008_r04c01,WG0118065.DNAE06,639653,NCI-H2795,CellLine,WG0118065,7802903008_r04c01_grn.idat,7802903008_r04c01_red.idat
7802903011_R02C01,Unk631,7802903011,r02c01,_ega-box-147_7802903011_r02c01,WG0118065.DNAB04,639636,GP5d,CellLine,WG0118065,7802903011_r02c01_grn.idat,7802903011_r02c01_red.idat
7802903011_R03C01,Unk632,7802903011,r03c01,_ega-box-147_7802903011_r03c01,WG0118065.DNAH03,639635,COLO 792,CellLine,WG0118065,7802903011_r03c01_grn.idat,7802903011_r03c01_red.idat
7802903014_R01C01,Unk633,7802903014,r01c01,_ega-box-147_7802903014_r01c01,WG0118065.DNAF02,639626,KURAMOCHI,CellLine,WG0118065,7802903014_r01c01_grn.idat,7802903014_r01c01_red.idat
7802903014_R03C01,Unk634,7802903014,r03c01,_ega-box-147_7802903014_r03c01,WG0118065.DNAG02,639627,KYSE-70,CellLine,WG0118065,7802903014_r03c01_grn.idat,7802903014_r03c01_red.idat
7802903014_R04C01,Unk635,7802903014,r04c01,_ega-box-147_7802903014_r04c01,WG0118065.DNAB03,639629,DMS 454,CellLine,WG0118065,7802903014_r04c01_grn.idat,7802903014_r04c01_red.idat
7802903019_R01C01,Unk636,7802903019,r01c01,_ega-box-147_7802903019_r01c01,WG0118065.DNAD04,639638,HT-115,CellLine,WG0118065,7802903019_r01c01_grn.idat,7802903019_r01c01_red.idat
7802903019_R02C01,Unk637,7802903019,r02c01,_ega-box-147_7802903019_r02c01,WG0118065.DNAF04,639640,TYK-nu.CP-r,CellLine,WG0118065,7802903019_r02c01_grn.idat,7802903019_r02c01_red.idat
7802903019_R03C01,Unk638,7802903019,r03c01,_ega-box-147_7802903019_r03c01,WG0118065.DNAE04,639639,KYSE-520,CellLine,WG0118065,7802903019_r03c01_grn.idat,7802903019_r03c01_red.idat
7802903019_R04C01,Unk639,7802903019,r04c01,_ega-box-147_7802903019_r04c01,WG0118065.DNAG04,639641,RKN,CellLine,WG0118065,7802903019_r04c01_grn.idat,7802903019_r04c01_red.idat
7802903031_R02C01,Unk640,7802903031,r02c01,_ega-box-147_7802903031_r02c01,WG0118065.DNAG05,639648,KYSE-270,CellLine,WG0118065,7802903031_r02c01_grn.idat,7802903031_r02c01_red.idat
7802903031_R03C01,Unk641,7802903031,r03c01,_ega-box-147_7802903031_r03c01,WG0118065.DNAF05,639647,RMUG-S,CellLine,WG0118065,7802903031_r03c01_grn.idat,7802903031_r03c01_red.idat
7802903031_R04C01,Unk642,7802903031,r04c01,_ega-box-147_7802903031_r04c01,WG0118065.DNAH05,639649,IM95m,CellLine,WG0118065,7802903031_r04c01_grn.idat,7802903031_r04c01_red.idat
7802903033_R01C01,Unk643,7802903033,r01c01,_ega-box-147_7802903033_r01c01,WG0118065.DNAB02,639622,TYK-nu,CellLine,WG0118065,7802903033_r01c01_grn.idat,7802903033_r01c01_red.idat
7802903033_R02C01,Unk644,7802903033,r02c01,_ega-box-147_7802903033_r02c01,WG0118065.DNAD02,639624,MCAS,CellLine,WG0118065,7802903033_r02c01_grn.idat,7802903033_r02c01_red.idat
7802903033_R03C01,Unk645,7802903033,r03c01,_ega-box-147_7802903033_r03c01,WG0118065.DNAC02,639623,OVTOKO,CellLine,WG0118065,7802903033_r03c01_grn.idat,7802903033_r03c01_red.idat
7802903043_R01C01,Unk646,7802903043,r01c01,_ega-box-147_7802903043_r01c01,WG0118065.DNAC03,639630,OVISE,CellLine,WG0118065,7802903043_r01c01_grn.idat,7802903043_r01c01_red.idat
7802903043_R03C01,Unk647,7802903043,r03c01,_ega-box-147_7802903043_r03c01,WG0118065.DNAD03,639631,KYSE-30,CellLine,WG0118065,7802903043_r03c01_grn.idat,7802903043_r03c01_red.idat
7814197033_R03C01,Unk648,7814197033,r03c01,_ega-box-147_7814197033_r03c01,WG0118065.DNAG06,639655,COLO 680N,CellLine,WG0118065,7814197033_r03c01_grn.idat,7814197033_r03c01_red.idat
7814197039_R04C01,Unk649,7814197039,r04c01,_ega-box-147_7814197039_r04c01,WG0118065.DNAD01,639617,GP2d,CellLine,WG0118065,7814197039_r04c01_grn.idat,7814197039_r04c01_red.idat
7814197042_R01C01,Unk650,7814197042,R01C01,_ega-box-147_7814197042_R01C01,WG0226814.DNAB02,2470310,NCI-H510A,CellLine,WG0226814,7814197042_R01C01_Grn.idat,7814197042_R01C01_Red.idat
7814197056_R02C01,Unk651,7814197056,R02C01,_ega-box-147_7814197056_R02C01,WG0226814.DNAG01,2470307,NCI-H1092,CellLine,WG0226814,7814197056_R02C01_Grn.idat,7814197056_R02C01_Red.idat
7814197056_R03C01,Unk652,7814197056,R03C01,_ega-box-147_7814197056_R03C01,WG0226814.DNAF01,2470306,HCC33 (DSMZ),CellLine,WG0226814,7814197056_R03C01_Grn.idat,7814197056_R03C01_Red.idat
7814197057_R02C01,Unk653,7814197057,R02C01,_ega-box-147_7814197057_R02C01,WG0226814.DNAC01,2470303,DMS 53,CellLine,WG0226814,7814197057_R02C01_Grn.idat,7814197057_R02C01_Red.idat
7814197061_R01C01,Unk654,7814197061,r01c01,_ega-box-147_7814197061_r01c01,WG0118065.DNAC07,639658,OVSAHO,CellLine,WG0118065,7814197061_r01c01_grn.idat,7814197061_r01c01_red.idat
7814197061_R02C01,Unk655,7814197061,r02c01,_ega-box-147_7814197061_r02c01,WG0118065.DNAE07,639660,KYSE-510,CellLine,WG0118065,7814197061_r02c01_grn.idat,7814197061_r02c01_red.idat
7814197061_R03C01,Unk656,7814197061,r03c01,_ega-box-147_7814197061_r03c01,WG0118065.DNAD07,639659,KYSE-150,CellLine,WG0118065,7814197061_r03c01_grn.idat,7814197061_r03c01_red.idat
7814197061_R04C01,Unk657,7814197061,r04c01,_ega-box-147_7814197061_r04c01,WG0118065.DNAF07,639661,SK-MEL-3,CellLine,WG0118065,7814197061_r04c01_grn.idat,7814197061_r04c01_red.idat
7814197062_R03C01,Unk658,7814197062,r03c01,_ega-box-147_7814197062_r03c01,WG0118065.DNAH07,639663,CaR-1,CellLine,WG0118065,7814197062_r03c01_grn.idat,7814197062_r03c01_red.idat
7814197062_R04C01,Unk659,7814197062,r04c01,_ega-box-147_7814197062_r04c01,WG0118065.DNAC08,639665,THP-1,CellLine,WG0118065,7814197062_r04c01_grn.idat,7814197062_r04c01_red.idat
7814197063_R01C01,Unk660,7814197063,r01c01,_ega-box-147_7814197063_r01c01,WG0118065.DNAF10,639682,HCC193,CellLine,WG0118065,7814197063_r01c01_grn.idat,7814197063_r01c01_red.idat
7814197063_R02C01,Unk661,7814197063,r02c01,_ega-box-147_7814197063_r02c01,WG0118065.DNAH10,639684,MKN7,CellLine,WG0118065,7814197063_r02c01_grn.idat,7814197063_r02c01_red.idat
7814197063_R03C01,Unk662,7814197063,r03c01,_ega-box-147_7814197063_r03c01,WG0118065.DNAG10,639683,SK-MEL-31,CellLine,WG0118065,7814197063_r03c01_grn.idat,7814197063_r03c01_red.idat
7814197065_R01C01,Unk663,7814197065,r01c01,_ega-box-147_7814197065_r01c01,WG0118065.DNAH08,639670,SK-MM-2,CellLine,WG0118065,7814197065_r01c01_grn.idat,7814197065_r01c01_red.idat
7814197065_R02C01,Unk664,7814197065,r02c01,_ega-box-147_7814197065_r02c01,WG0118065.DNAC09,639672,SW 900,CellLine,WG0118065,7814197065_r02c01_grn.idat,7814197065_r02c01_red.idat
7814197065_R04C01,Unk665,7814197065,r04c01,_ega-box-147_7814197065_r04c01,WG0118065.DNAD09,639673,Hs 675.T,CellLine,WG0118065,7814197065_r04c01_grn.idat,7814197065_r04c01_red.idat
7814197101_R01C01,Unk666,7814197101,r01c01,_ega-box-147_7814197101_r01c01,WG0118065.DNAB10,639678,NCI-H2196,CellLine,WG0118065,7814197101_r01c01_grn.idat,7814197101_r01c01_red.idat
7814197101_R03C01,Unk667,7814197101,r03c01,_ega-box-147_7814197101_r03c01,WG0118065.DNAC10,639679,NCI-H847,CellLine,WG0118065,7814197101_r03c01_grn.idat,7814197101_r03c01_red.idat
7814197101_R04C01,Unk668,7814197101,r04c01,_ega-box-147_7814197101_r04c01,WG0118065.DNAE10,639681,NCI-H2172,CellLine,WG0118065,7814197101_r04c01_grn.idat,7814197101_r04c01_red.idat
5495348048_R01C01,NA,NA,NA,NA,WG0100384.DNAB01,603270,NCI-H838,CellLine,WG0100384,5495348048_R01C01_Grn.idat,5495348048_R01C01_Red.idat
5495348048_R03C01,NA,NA,NA,NA,WG0100384.DNAC01,603274,NCI-H2122,CellLine,WG0100384,5495348048_R03C01_Grn.idat,5495348048_R03C01_Red.idat
5636622001_R01C01,NA,NA,NA,NA,WG0100384.DNAB09,603269,NCI-H2009,CellLine,WG0100384,5636622001_R01C01_Grn.idat,5636622001_R01C01_Red.idat
5636622001_R03C01,NA,NA,NA,NA,WG0100384.DNAC09,603234,A2780,CellLine,WG0100384,5636622001_R03C01_Grn.idat,5636622001_R03C01_Red.idat
5636622001_R04C01,NA,NA,NA,NA,WG0100384.DNAC10,603340,A2780ADR,CellLine,WG0100384,5636622001_R04C01_Grn.idat,5636622001_R04C01_Red.idat
5636622013_R01C01,NA,NA,NA,NA,WG0100384.DNAB03,603260,NCI-H460,CellLine,WG0100384,5636622013_R01C01_Grn.idat,5636622013_R01C01_Red.idat
5636622013_R02C01,NA,NA,NA,NA,WG0100384.DNAB04,603263,A549,CellLine,WG0100384,5636622013_R02C01_Grn.idat,5636622013_R02C01_Red.idat
5636622013_R03C01,NA,NA,NA,NA,WG0100384.DNAC03,603266,NCI-H23,CellLine,WG0100384,5636622013_R03C01_Grn.idat,5636622013_R03C01_Red.idat
5636622013_R04C01,NA,NA,NA,NA,WG0100384.DNAC04,603257,NCI-H1703,CellLine,WG0100384,5636622013_R04C01_Grn.idat,5636622013_R04C01_Red.idat
5636622018_R03C01,NA,NA,NA,NA,WG0100384.DNAC11,603294,EFO-27,CellLine,WG0100384,5636622018_R03C01_Grn.idat,5636622018_R03C01_Red.idat
5636622199_R01C01,NA,NA,NA,NA,WG0100384.DNAB07,603255,NCI-H441,CellLine,WG0100384,5636622199_R01C01_Grn.idat,5636622199_R01C01_Red.idat
5636622199_R02C01,NA,NA,NA,NA,WG0100384.DNAB08,603264,NCI-H292,CellLine,WG0100384,5636622199_R02C01_Grn.idat,5636622199_R02C01_Red.idat
5636622199_R03C01,NA,NA,NA,NA,WG0100384.DNAC07,603262,NCI-H522,CellLine,WG0100384,5636622199_R03C01_Grn.idat,5636622199_R03C01_Red.idat
5636622201_R02C01,NA,NA,NA,NA,WG0100384.DNAB06,603256,Calu-1,CellLine,WG0100384,5636622201_R02C01_Grn.idat,5636622201_R02C01_Red.idat
5636622201_R04C01,NA,NA,NA,NA,WG0100384.DNAC06,603273,NCI-H1993,CellLine,WG0100384,5636622201_R04C01_Grn.idat,5636622201_R04C01_Red.idat
5745167002_R01C01,NA,NA,NA,NA,WG0117620.DNAE02,587501,HT-29,CellLine,WG0117620,5745167002_r01c01_grn.idat,5745167002_r01c01_red.idat
5745167002_R03C01,NA,NA,NA,NA,WG0117620.DNAF02,587502,HT55,CellLine,WG0117620,5745167002_r03c01_grn.idat,5745167002_r03c01_red.idat
5745167005_R03C01,NA,NA,NA,NA,WG0117620.DNAB02,587498,HCT 116,CellLine,WG0117620,5745167005_r03c01_grn.idat,5745167005_r03c01_red.idat
5745167008_R03C01,NA,NA,NA,NA,WG0117620.DNAB01,587490,COLO 205,CellLine,WG0117620,5745167008_r03c01_grn.idat,5745167008_r03c01_red.idat
5745167009_R01C01,NA,NA,NA,NA,WG0117620.DNAE06,587543,HLF-a,CellLine,WG0117620,5745167009_r01c01_grn.idat,5745167009_r01c01_red.idat
5745167009_R03C01,NA,NA,NA,NA,WG0117620.DNAF06,587544,HOP-18,CellLine,WG0117620,5745167009_r03c01_grn.idat,5745167009_r03c01_red.idat
5745167012_R01C01,NA,NA,NA,NA,WG0117620.DNAE12,587624,NU-DHL-1,CellLine,WG0117620,5745167012_r01c01_grn.idat,5745167012_r01c01_red.idat
5745167014_R02C01,NA,NA,NA,NA,WG0117617.DNAG02,587738,Malme-3M,CellLine,WG0117617,5745167014_r02c01_grn.idat,5745167014_r02c01_red.idat
5745167014_R03C01,NA,NA,NA,NA,WG0117617.DNAF02,587737,LOX-IMIV,CellLine,WG0117617,5745167014_r03c01_grn.idat,5745167014_r03c01_red.idat
5745167015_R01C01,NA,NA,NA,NA,WG0117613.DNAA03,587025,MKN-7,CellLine,WG0117613,5745167015_r01c01_grn.idat,5745167015_r01c01_red.idat
5745167015_R03C01,NA,NA,NA,NA,WG0117613.DNAB03,587030,SNU-484,CellLine,WG0117613,5745167015_r03c01_grn.idat,5745167015_r03c01_red.idat
5745167015_R04C01,NA,NA,NA,NA,WG0117613.DNAD03,587032,SNU-620,CellLine,WG0117613,5745167015_r04c01_grn.idat,5745167015_r04c01_red.idat
5745167016_R03C01,NA,NA,NA,NA,WG0117620.DNAB07,587555,NCI-H1437,CellLine,WG0117620,5745167016_r03c01_grn.idat,5745167016_r03c01_red.idat
5745167021_R01C01,NA,NA,NA,NA,WG0117620.DNAE01,587493,COLO-206F,CellLine,WG0117620,5745167021_r01c01_grn.idat,5745167021_r01c01_red.idat
5745167021_R03C01,NA,NA,NA,NA,WG0117620.DNAF01,587494,COLO320HSR,CellLine,WG0117620,5745167021_r03c01_grn.idat,5745167021_r03c01_red.idat
5745167023_R01C01,NA,NA,NA,NA,WG0117613.DNAE03,587033,SNU-638,CellLine,WG0117613,5745167023_r01c01_grn.idat,5745167023_r01c01_red.idat
5745167023_R02C01,NA,NA,NA,NA,WG0117613.DNAG03,587035,SNU-719,CellLine,WG0117613,5745167023_r02c01_grn.idat,5745167023_r02c01_red.idat
5745167023_R04C01,NA,NA,NA,NA,WG0117613.DNAH03,587520,Kato III,CellLine,WG0117613,5745167023_r04c01_grn.idat,5745167023_r04c01_red.idat
5745167025_R01C01,NA,NA,NA,NA,WG0117620.DNAA04,587513,SW1463,CellLine,WG0117620,5745167025_r01c01_grn.idat,5745167025_r01c01_red.idat
5745167025_R02C01,NA,NA,NA,NA,WG0117620.DNAC04,587515,SW480,CellLine,WG0117620,5745167025_r02c01_grn.idat,5745167025_r02c01_red.idat
5745167025_R04C01,NA,NA,NA,NA,WG0117620.DNAD04,587516,SW620,CellLine,WG0117620,5745167025_r04c01_grn.idat,5745167025_r04c01_red.idat
5745167038_R03C01,NA,NA,NA,NA,WG0117620.DNAB09,587593,NCI-H838,CellLine,WG0117620,5745167038_r03c01_grn.idat,5745167038_r03c01_red.idat
5745167040_R01C01,NA,NA,NA,NA,WG0117620.DNAA05,587524,A549,CellLine,WG0117620,5745167040_r01c01_grn.idat,5745167040_r01c01_red.idat
5745167040_R03C01,NA,NA,NA,NA,WG0117620.DNAB05,587526,Calu-1,CellLine,WG0117620,5745167040_r03c01_grn.idat,5745167040_r03c01_red.idat
5745167041_R01C01,NA,NA,NA,NA,WG0117620.DNAE09,587600,SW1573,CellLine,WG0117620,5745167041_r01c01_grn.idat,5745167041_r01c01_red.idat
5745167043_R03C01,NA,NA,NA,NA,WG0117620.DNAF07,587562,NCI-H1781,CellLine,WG0117620,5745167043_r03c01_grn.idat,5745167043_r03c01_red.idat
5745167056_R01C01,NA,NA,NA,NA,WG0117617.DNAA03,587740,MeWo,CellLine,WG0117617,5745167056_r01c01_grn.idat,5745167056_r01c01_red.idat
5745167056_R04C01,NA,NA,NA,NA,WG0117617.DNAD03,587743,SK23,CellLine,WG0117617,5745167056_r04c01_grn.idat,5745167056_r04c01_red.idat
5745781021_R01C01,NA,NA,NA,NA,WG0117620.DNAE03,587509,RKO-AS45.1,CellLine,WG0117620,5745781021_r01c01_grn.idat,5745781021_r01c01_red.idat
5745781021_R04C01,NA,NA,NA,NA,WG0117620.DNAH03,587512,SW1417,CellLine,WG0117620,5745781021_r04c01_grn.idat,5745781021_r04c01_red.idat
